_id,measure_id,measure_name,interval_type,value_type,measure_value,year_to_date_variance,budget_variance,decimal_accuracy,desired_direction,category,data_source_notes,city_perspective_note,year,period_number_in_year,target,note
6800,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3017,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2016,5,NA,NA
6801,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3119,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2016,6,NA,NA
6802,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3164,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2016,7,NA,NA
6803,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3006,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2016,8,NA,NA
6804,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3017,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2016,9,NA,NA
6805,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3123,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2016,10,NA,NA
6806,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3061,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2016,11,NA,NA
6807,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2822,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2016,12,NA,NA
6808,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2834,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2017,1,NA,NA
6809,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2632,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2017,2,NA,NA
6810,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2925,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2017,3,NA,NA
6811,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3123,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2017,4,NA,NA
6812,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3129,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2017,5,NA,NA
6813,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3151,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2017,6,NA,NA
6814,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3415,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2017,7,NA,NA
6815,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3262,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2017,8,NA,NA
6816,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3165,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2017,9,NA,NA
6817,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3332,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2017,10,NA,NA
6818,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3419,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2017,11,NA,NA
6819,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3006,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2017,12,NA,NA
6820,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3272,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2018,1,NA,NA
6821,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2946,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2018,2,NA,NA
6822,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3282,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2018,3,NA,NA
6823,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3118,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2018,4,NA,NA
6824,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3688,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2018,5,NA,NA
6825,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3396,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2018,6,NA,NA
6826,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3357,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2018,7,NA,NA
6827,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3555,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2018,8,NA,NA
6828,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3290,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2018,9,NA,NA
6829,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3679,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2018,10,NA,NA
6830,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3652,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2018,11,NA,NA
6831,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3425,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2018,12,NA,NA
6832,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3223,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2019,1,NA,NA
6833,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3010,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2019,2,NA,NA
6834,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3267,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2019,3,NA,NA
6835,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3453,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2019,4,NA,NA
6836,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3726,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2019,5,NA,NA
6837,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3767,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2019,6,NA,NA
6838,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,4034,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2019,7,NA,NA
6839,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3743,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2019,8,NA,NA
6840,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3579,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2019,9,NA,NA
6841,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3928,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2019,10,NA,NA
6842,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3626,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2019,11,NA,NA
6843,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3323,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2019,12,NA,NA
6844,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3533,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2020,1,NA,NA
6845,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3273,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2020,2,NA,NA
6846,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3411,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2020,3,NA,NA
6847,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2604,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2020,4,NA,NA
6848,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2684,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2020,5,NA,NA
6849,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2989,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2020,6,NA,NA
6850,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3525,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2020,7,NA,NA
6851,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3473,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2020,8,NA,NA
6852,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3302,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2020,9,NA,NA
6853,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3083,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2020,10,NA,NA
6854,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2883,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2020,11,NA,NA
6855,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2716,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2020,12,NA,NA
6856,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2757,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2021,1,NA,NA
6857,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2488,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2021,2,NA,NA
6858,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2963,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2021,3,NA,NA
6859,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2646,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2021,4,NA,NA
6860,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3237,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2021,5,NA,NA
6861,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3220,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2021,6,NA,NA
6862,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3283,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2021,7,NA,NA
6863,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3448,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2021,8,NA,NA
6864,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3458,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2021,9,NA,NA
6865,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3592,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2021,10,NA,NA
6866,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3402,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2021,11,NA,NA
6867,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3173,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2021,12,NA,NA
6868,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,2901,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2022,1,NA,NA
6869,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3003,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2022,2,NA,NA
6870,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3691,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2022,3,NA,NA
6871,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3602,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2022,4,NA,NA
6872,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3985,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2022,5,NA,NA
6873,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3825,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2022,6,NA,NA
6874,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3726,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2022,7,NA,NA
6875,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3892,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2022,8,NA,NA
6876,3.01,Crime Total Number of Incidents (in 7 Crime Categories),m,n,3983,0.01,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2022,9,NA,NA
6877,3.02,Crime Number of Murders ,m,n,5,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2009,1,NA,NA
6878,3.02,Crime Number of Murders ,m,n,5,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2009,2,NA,NA
6879,3.02,Crime Number of Murders ,m,n,1,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2009,3,NA,NA
6880,3.02,Crime Number of Murders ,m,n,4,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2009,4,NA,NA
6881,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2009,5,NA,NA
6882,3.02,Crime Number of Murders ,m,n,5,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2009,6,NA,NA
6883,3.02,Crime Number of Murders ,m,n,5,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2009,7,NA,NA
6884,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2009,8,NA,NA
6885,3.02,Crime Number of Murders ,m,n,5,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2009,9,NA,NA
6886,3.02,Crime Number of Murders ,m,n,4,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2009,10,NA,NA
6887,3.02,Crime Number of Murders ,m,n,9,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2009,11,NA,NA
6888,3.02,Crime Number of Murders ,m,n,8,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2009,12,NA,NA
6889,3.02,Crime Number of Murders ,m,n,4,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2010,1,NA,NA
6890,3.02,Crime Number of Murders ,m,n,5,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2010,2,NA,NA
6891,3.02,Crime Number of Murders ,m,n,2,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2010,3,NA,NA
6892,3.02,Crime Number of Murders ,m,n,2,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2010,4,NA,NA
6893,3.02,Crime Number of Murders ,m,n,8,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2010,5,NA,NA
6894,3.02,Crime Number of Murders ,m,n,4,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2010,6,NA,NA
6895,3.02,Crime Number of Murders ,m,n,11,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2010,7,NA,NA
6896,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2010,8,NA,NA
6897,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2010,9,NA,NA
6898,3.02,Crime Number of Murders ,m,n,7,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2010,10,NA,NA
6899,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2010,11,NA,NA
6900,3.02,Crime Number of Murders ,m,n,2,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2010,12,NA,NA
6901,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2011,1,NA,NA
6902,3.02,Crime Number of Murders ,m,n,8,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2011,2,NA,NA
6903,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2011,3,NA,NA
6904,3.02,Crime Number of Murders ,m,n,3,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2011,4,NA,NA
6905,3.02,Crime Number of Murders ,m,n,2,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2011,5,NA,NA
6906,3.02,Crime Number of Murders ,m,n,1,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2011,6,NA,NA
6907,3.02,Crime Number of Murders ,m,n,5,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2011,7,NA,NA
6908,3.02,Crime Number of Murders ,m,n,4,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2011,8,NA,NA
6909,3.02,Crime Number of Murders ,m,n,2,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2011,9,NA,NA
6910,3.02,Crime Number of Murders ,m,n,7,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2011,10,NA,NA
6911,3.02,Crime Number of Murders ,m,n,1,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2011,11,NA,NA
6912,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2011,12,NA,NA
6913,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2012,1,NA,NA
6914,3.02,Crime Number of Murders ,m,n,2,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2012,2,NA,NA
6915,3.02,Crime Number of Murders ,m,n,3,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2012,3,NA,NA
6916,3.02,Crime Number of Murders ,m,n,3,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2012,4,NA,NA
6917,3.02,Crime Number of Murders ,m,n,5,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2012,5,NA,NA
6918,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2012,6,NA,NA
6919,3.02,Crime Number of Murders ,m,n,9,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2012,7,NA,NA
6920,3.02,Crime Number of Murders ,m,n,3,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2012,8,NA,NA
6921,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2012,9,NA,NA
6922,3.02,Crime Number of Murders ,m,n,7,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2012,10,NA,NA
6923,3.02,Crime Number of Murders ,m,n,4,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2012,11,NA,NA
6924,3.02,Crime Number of Murders ,m,n,2,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2012,12,NA,NA
6925,3.02,Crime Number of Murders ,m,n,4,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2013,1,NA,NA
6926,3.02,Crime Number of Murders ,m,n,7,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2013,2,NA,NA
6927,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2013,3,NA,NA
6928,3.02,Crime Number of Murders ,m,n,5,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2013,4,NA,NA
6929,3.02,Crime Number of Murders ,m,n,4,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2013,5,NA,NA
6930,3.02,Crime Number of Murders ,m,n,3,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2013,6,NA,NA
6931,3.02,Crime Number of Murders ,m,n,8,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2013,7,NA,NA
6932,3.02,Crime Number of Murders ,m,n,4,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2013,8,NA,NA
6933,3.02,Crime Number of Murders ,m,n,6,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2013,9,NA,NA
6934,3.02,Crime Number of Murders ,m,n,3,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2013,10,NA,NA
6935,3.02,Crime Number of Murders ,m,n,5,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2013,11,NA,NA
6936,3.02,Crime Number of Murders ,m,n,2,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2013,12,NA,NA
6937,3.02,Crime Number of Murders ,m,n,5,0.02,NA,NA,Down,Crime,"Source: Toronto Police Services, http://data.torontopolice.on.ca/pages/major-crime-indicators",,2014,1,NA,NA
